Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,driving_machine_monitor.path_x,driving_machine_monitor.path_y,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.steering
0.054408483,39.53817263,-0.001799641,0.491841077,-754.7157901,17.78908582,-0.000257533,-0.192226316,-0.075867779
0.056670964,39.56341559,-0.00186595,0.491678601,-755.0644557,17.60289253,-0.000226679,-0.193570545,-0.077337127
0.058937571,39.58864544,-0.001932489,0.491512833,-755.4133533,17.41661695,-0.000206957,-0.194915916,-0.078812837
0.061207607,39.61386212,-0.001999235,0.491343788,-755.7624883,17.23024899,-0.000210571,-0.19625472,-0.080282418
0.063480517,39.63906558,-0.002066162,0.491171481,-756.1118715,17.04378942,-0.000218467,-0.197591373,-0.081751062
0.065755912,39.66425577,-0.002133244,0.490995923,-756.4614815,16.85724549,-0.000248194,-0.19892076,-0.08322107
0.06803344,39.68943263,-0.002200452,0.490817126,-756.8113409,16.67061369,-0.000292376,-0.200249185,-0.084688738
0.070312792,39.71459611,-0.002267759,0.490635102,-757.1614288,16.48391255,-0.00032367,-0.201581655,-0.086163836
0.072593671,39.73974616,-0.002335141,0.49044986,-757.5117747,16.29712866,-0.000314079,-0.202918934,-0.087633187
0.074875824,39.76488272,-0.002402572,0.490261409,-757.8623543,16.11028031,-0.000298254,-0.20426439,-0.08908961
0.077159206,39.79000575,-0.002470028,0.490069757,-758.2131774,15.92335218,-0.000303301,-0.205607653,-0.090548593
0.079443819,39.81511519,-0.002537485,0.489874913,-758.5642585,15.73634375,-0.000328803,-0.206953776,-0.092001777
0.081729595,39.840211,-0.002604922,0.489676886,-758.9155686,15.54927138,-0.000351302,-0.208302191,-0.093452038
0.084016497,39.86529312,-0.002672318,0.489475684,-759.2671406,15.3621209,-0.000359689,-0.20965448,-0.094902543
0.086304456,39.89036151,-0.002739656,0.489271316,-759.6189453,15.17491476,-0.000364878,-0.211015373,-0.096339127
0.088593241,39.91541653,-0.002806866,0.489063792,-759.9709956,14.98763943,-0.000380354,-0.212377638,-0.097766971
0.09088295,39.94045685,-0.002873939,0.488853121,-760.3233136,14.80029462,-0.000409975,-0.213750035,-0.099189921
0.093173745,39.96548264,-0.00294088,0.488639311,-760.675861,14.6128997,-0.000434826,-0.21513036,-0.100599465
0.095465804,39.99049434,-0.003007661,0.488422372,-761.0286809,14.42543704,-0.000429063,-0.216521818,-0.102001551
0.097759275,40.01549236,-0.003074259,0.488202314,-761.3817356,14.23793069,-0.000413282,-0.21792668,-0.103393377
0.100054204,40.04047693,-0.003140659,0.48797915,-761.7350416,14.05036114,-0.00040551,-0.219334041,-0.104770467
0.102350601,40.06544803,-0.003206855,0.487752895,-762.0886202,13.86272532,-0.000412547,-0.220749897,-0.106143964
0.104648382,40.09040543,-0.00327285,0.487523567,-762.4424288,13.67504,-0.000420871,-0.22216764,-0.10750631
0.106947351,40.11534888,-0.003338653,0.487291184,-762.7965088,13.48728597,-0.000436657,-0.223588429,-0.108850427
0.109247367,40.14027812,-0.003404269,0.487055767,-763.1508209,13.2994922,-0.0004556,-0.22501798,-0.110185994
0.111548267,40.16519301,-0.003469706,0.486817338,-763.5053829,13.11164387,-0.000473372,-0.226450268,-0.11150911
0.113849791,40.19009345,-0.003534965,0.486575921,-763.8602254,12.92373817,-0.00048836,-0.227895704,-0.112822158
0.116151626,40.21497946,-0.003600045,0.486331539,-764.2152981,12.73579757,-0.000501777,-0.229349324,-0.114136481
0.118453316,40.23985103,-0.003664945,0.48608422,-764.5706522,12.54779729,-0.0005017,-0.230811771,-0.11543337
0.120754393,40.26470821,-0.00372966,0.485833988,-764.926241,12.35976993,-0.000494659,-0.23228869,-0.116709143
0.123054573,40.28955099,-0.00379418,0.48558087,-765.282085,12.17169294,-0.000498203,-0.233768418,-0.117975935
0.125353561,40.31437935,-0.003858493,0.485324893,-765.6382125,11.98356169,-0.000530414,-0.235258696,-0.119222278
0.127650998,40.33919326,-0.00392258,0.485066086,-765.9945693,11.79540614,-0.000561582,-0.236759392,-0.120449138
0.129946554,40.36399268,-0.00398642,0.484804482,-766.3512134,11.60719725,-0.000563676,-0.238270511,-0.121666508
